,Nombre,Direccion,Coordenadas,latitud,longitud
631,Restaurante Rausell,"Carrer d'Àngel Guimerà, 61, 46008 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3898152, 39.4692914]}",39.4692914,-0.3898152
632,Restaurante Toshi,Calle Del Salvador N. 5 bajo,"{'type': 'Point', 'coordinates': [-0.6975037, 38.2647324]}",38.2647324,-0.6975037
633,Restaurante Álbora,"Calle Jorge Juan, 33. 28001 Madrid","{'type': 'Point', 'coordinates': [-4.0249382, 40.4897942]}",40.4897942,-4.0249382
634,Restaurante Ni Neu,"Avenida Zurriola, 1. 20002 San Sebastián","{'type': 'Point', 'coordinates': [-1.9793763, 43.3241084]}",43.3241084,-1.9793763
635,Restaurante Ola Martin Berasategui,"Erribera Kalea, 13, 48005 Bilbo, Bizkaia, España","{'type': 'Point', 'coordinates': [-2.9264102, 43.2579628]}",43.2579628,-2.9264102
636,Restaurante Porrue,"Alameda de Recalde, 4, 48009 Bilbao, Vizcaya, España","{'type': 'Point', 'coordinates': [-2.933314, 43.2674194]}",43.2674194,-2.933314
637,Restaurante Eustaquio Blanco,"Avenida Ruta de la Plata, 2. 10001 Cáceres","{'type': 'Point', 'coordinates': [-6.3945013, 39.4733799]}",39.4733799,-6.3945013
638,Restaurante Rekondo,"Paseo de Igueldo, 57 20008 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-2.0112746078, 43.31313325]}",43.31313325,-2.0112746078
639,Restaurante Étimo,"Calle de Ayala, 27. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6846048, 40.4278334]}",40.4278334,-3.6846048
640,Restaurante Dromo,"Plaza La Molineta, 8, Badajoz, España","{'type': 'Point', 'coordinates': [-6.220237, 38.821529]}",38.821529,-6.220237
641,Restaurante Marchivirito,"Carretera de Cáceres, 37 06007 Badajoz","{'type': 'Point', 'coordinates': [-6.3294299, 39.046931]}",39.046931,-6.3294299
642,Restaurante Galaxia,"Avenida Villanueva, 6. 06005 Badajoz (Badajoz)","{'type': 'Point', 'coordinates': [-6.9758992, 38.8728631]}",38.8728631,-6.9758992
643,Restaurante Kromatiko Restaurante,C/Beato Tomás de Zumárraga 2,"{'type': 'Point', 'coordinates': [-2.6757768, 42.8493598]}",42.8493598,-2.6757768
644,Restaurante Torre de Sande,Calle de los Condes 3,"{'type': 'Point', 'coordinates': [-6.3715188, 39.4731898]}",39.4731898,-6.3715188
645,Restaurante Xarma Cook & Culture,"Calle Miguel Imaz, 1. 20002 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-1.976697, 43.324536]}",43.324536,-1.976697
646,Restaurante O Camiño do Inglés,"Calle Espartero, 77-79. 15401 Ferrol (A Coruña)","{'type': 'Point', 'coordinates': [-8.2448378167, 43.4794161]}",43.4794161,-8.2448378167
647,Restaurante El Refugio,"Plaza de Galicia, 8. 15173 Oleiros (Coruña, A)","{'type': 'Point', 'coordinates': [-8.3167732, 43.3331567]}",43.3331567,-8.3167732
648,Restaurante Nado,"Ruela da Estacada, 9, 15001 A Coruña, España","{'type': 'Point', 'coordinates': [-8.3994967, 43.3698793]}",43.3698793,-8.3994967
649,Restaurante Aromata,"Calle Concepción, 12. 07012 Palma de Mallorca (Mallorca - Illes Balears)","{'type': 'Point', 'coordinates': [2.6463794462, 39.5723645]}",39.5723645,2.6463794462
650,Restaurante Can Toni Moreno,"Avenida Port des Canonge, 2. 07191 Port des Canonge-Banyalbufar (Balears, Illes)","{'type': 'Point', 'coordinates': [2.554910849, 39.6992113]}",39.6992113,2.554910849
651,Restaurante Auga e Sal,"Rúa da Fonte de Santo Antonio, 8, 15702 Santiago de Compostela, A Coruña, España","{'type': 'Point', 'coordinates': [-8.5429824, 42.8773914]}",42.8773914,-8.5429824
652,Restaurante Zaldiaran,"Avenida Gasteiz, 21 01008. Vitoria-Gasteiz (Araba)","{'type': 'Point', 'coordinates': [-2.6825808, 42.8447421]}",42.8447421,-2.6825808
653,Restaurante Maymanta,Calle Salvador Camacho,"{'type': 'Point', 'coordinates': [1.5420856, 38.9883338]}",38.9883338,1.5420856
654,Restaurante Marc Fosh,"Carrer de la Missió, 7. 07003 Palma de Mallorca (Balears, Illes)","{'type': 'Point', 'coordinates': [2.651005, 39.5744654]}",39.5744654,2.651005
655,Restaurante Casa Masip,"Avenida Academia Militar, 6. 26280 Ezcaray (Rioja, La)","{'type': 'Point', 'coordinates': [-3.0158339, 42.3248392]}",42.3248392,-3.0158339
656,Restaurante Echaurren Tradición,"Calle Padre José García, 19. 26280 Ezcaray (Rioja, La)","{'type': 'Point', 'coordinates': [-3.0143275, 42.3259394]}",42.3259394,-3.0143275
657,Restaurante Juan Carlos Ferrando,"María Teresa Gil de Gárate, 7","{'type': 'Point', 'coordinates': [-2.450713, 42.4593522]}",42.4593522,-2.450713
658,Restaurante La Cocina de Ramón,"Calle Portales, 30. 26001 Logroño (Rioja, La)","{'type': 'Point', 'coordinates': [-2.0010416, 42.1081044]}",42.1081044,-2.0010416
659,Restaurante Sa Llagosta,"Gabriel Gelabert, 12, Fornells","{'type': 'Point', 'coordinates': [4.131184, 40.0555759]}",40.0555759,4.131184
660,Restaurante La Galería,"Calle Saturnino Ulargui, 5. 26001 Logroño (La Rioja)","{'type': 'Point', 'coordinates': [-2.4508619, 42.4652249]}",42.4652249,-2.4508619
661,Restaurante DaiCa,"Carrer de la Farinera, 7, 07430 Llubí, Illes Balears, España","{'type': 'Point', 'coordinates': [3.0051279, 39.6999434]}",39.6999434,3.0051279
662,Restaurante Ca' Suso,"Calle Marqués de Gastañaga, 13. 33009 Oviedo (Asturias)","{'type': 'Point', 'coordinates': [-5.8449278, 43.3590543]}",43.3590543,-5.8449278
663,Restaurante O Loxe Mareiro,"Rúa Aduana, 56","{'type': 'Point', 'coordinates': [-8.7771375, 42.6139465]}",42.6139465,-8.7771375
664,Restaurante AlmaMater,"Calle Madre de Dios, 15, 30004 Murcia","{'type': 'Point', 'coordinates': [-1.1319259, 37.9842989]}",37.9842989,-1.1319259
665,Restaurante El Albero,"Calle Mallorca, 10 30562 Ceuti (Murcia)","{'type': 'Point', 'coordinates': [-1.2722178, 38.0775562]}",38.0775562,-1.2722178
666,Restaurante El Churra,"Calle Obispo Sancho Dávila, 3. 30007 Murcia (Murcia)","{'type': 'Point', 'coordinates': [-1.1276691, 37.993094]}",37.993094,-1.1276691
667,Restaurante Es Ventall,"Calle Cervantes, 22. 07820 Sant Antoni de Portmany (Ibiza - Balears, Illes)","{'type': 'Point', 'coordinates': [1.2968981, 38.9833908]}",38.9833908,1.2968981
668,Restaurante La Seda,"Calle Vereda del Catalán,  15. 30162 Santa Cruz (Murcia)","{'type': 'Point', 'coordinates': [-1.0557892, 38.0248472]}",38.0248472,-1.0557892
669,Restaurante Pepe Tomás,"Carril Pepe Tomás, 6","{'type': 'Point', 'coordinates': [-1.0629647, 37.9946521]}",37.9946521,-1.0629647
670,Restaurante Malvasía,"Avenida Julieta Orbaiceta, 6. 30385 Playa honda (Murcia)","{'type': 'Point', 'coordinates': [-0.7339785, 37.6308466]}",37.6308466,-0.7339785
671,Restaurante Mestura,"Calle Jovellanos, 2. 33003 Oviedo (Asturias)","{'type': 'Point', 'coordinates': [-5.8451516, 43.3632882]}",43.3632882,-5.8451516
672,Restaurante Venezuela,"Calle Campoamor, 1. 30740 San Pedro del Pinatar (Murcia)","{'type': 'Point', 'coordinates': [-0.777729, 37.8201599]}",37.8201599,-0.777729
673,Restaurante Alcadima,"Calle Francisco Tárrega, 3. 18420 Lanjarón (Granada)","{'type': 'Point', 'coordinates': [-3.4877086, 36.9177315]}",36.9177315,-3.4877086
674,Restaurante La Pondala,"Avenida Dionisio Cifuentes, 58. 33203 Gijón (Asturias)","{'type': 'Point', 'coordinates': [-5.6232336, 43.5353604]}",43.5353604,-5.6232336
675,Restaurante Amador,"Calle Bandaneira, 6. 29190 Málaga (Málaga)","{'type': 'Point', 'coordinates': [-4.4745549, 36.7366514]}",36.7366514,-4.4745549
676,Restaurante Arxiduna,"Plaza Ochavada de Andalucía, 7, 29300 Archidona, Málaga","{'type': 'Point', 'coordinates': [-4.3905531523, 37.0945537]}",37.0945537,-4.3905531523
677,Restaurante Arara,"Av. del Higuerón, 48, 29640 Fuengirola, Málaga, España","{'type': 'Point', 'coordinates': [-4.5954309, 36.5800831]}",36.5800831,-4.5954309
678,Restaurante Ríos O Freixo,"Paseo Ribeira 56, Freixo, Outes","{'type': 'Point', 'coordinates': [-8.9356395, 42.8121543]}",42.8121543,-8.9356395
679,Restaurante Arya,"Plaza López Almagro, 1, 23400 Úbeda, Jaén, España","{'type': 'Point', 'coordinates': [-3.3678385, 38.0084969]}",38.0084969,-3.3678385
680,Restaurante Quimera,"Av. Mediterrània, 22, 07870 La Savina, Illes Balears, España","{'type': 'Point', 'coordinates': [1.4175482, 38.7303211]}",38.7303211,1.4175482
681,Restaurante Restaurante de Loreto,"Calle Canalejas, 73 30520 Jumilla (Murcia)","{'type': 'Point', 'coordinates': [-1.3273152, 38.4760505]}",38.4760505,-1.3273152
682,Restaurante Azabache,"Calle Vázquez López, 22. 21001 Huelva (Huelva)","{'type': 'Point', 'coordinates': [-6.9520561, 37.2553803]}",37.2553803,-6.9520561
683,Restaurante Antique,"Calle Real, 25, 23400 Úbeda, Jaén, España","{'type': 'Point', 'coordinates': [-3.3702089, 38.0104603]}",38.0104603,-3.3702089
684,Restaurante Bacusº,"camino de los parrales 330, 04740, Aguadulce","{'type': 'Point', 'coordinates': [-2.5842951, 36.8022304]}",36.8022304,-2.5842951
685,Restaurante Bajo Guía,"Calle Adriano, 5. 41001 Sevilla (Sevilla)","{'type': 'Point', 'coordinates': [-5.9971522977, 37.38615325]}",37.38615325,-5.9971522977
686,Restaurante Bar 82,Calle Arco del Consuelo 4,"{'type': 'Point', 'coordinates': [-3.7907705, 37.7659334]}",37.7659334,-3.7907705
687,Restaurante Besana Tapas,"Callejón del Niño Perdido, 1. 41710 Utrera (Sevilla)","{'type': 'Point', 'coordinates': [-5.7806266, 37.1812793]}",37.1812793,-5.7806266
688,Restaurante Casa Merchán1955,"Calle San Gabriel, 8. 29670 San Pedro de Alcántara (Málaga)","{'type': 'Point', 'coordinates': [-4.9887894, 36.4856471]}",36.4856471,-4.9887894
689,Restaurante Avante Claro,"Pórtico de Bajo de Guía, 4. 11540 Sanlúcar de Barrameda (Cádiz)","{'type': 'Point', 'coordinates': [-6.3519811, 36.7890552]}",36.7890552,-6.3519811
690,Restaurante Casa Rufino,"Avenida de la Playa, s/n. 21410 Isla Cristina (Huelva)","{'type': 'Point', 'coordinates': [-7.3108607, 37.1975138]}",37.1975138,-7.3108607
691,Restaurante Casa Sevilla,"Calle Rueda López, s/n. 04004 Almería (Almería)","{'type': 'Point', 'coordinates': [-2.4611679, 36.8374874]}",36.8374874,-2.4611679
692,Restaurante Becerrita,"Calle Recaredo, 9. 41003 Sevilla","{'type': 'Point', 'coordinates': [-5.9842346, 37.3905888]}",37.3905888,-5.9842346
693,Restaurante Chikito,"Plaza del Campillo, 9, 18009 Granada, España","{'type': 'Point', 'coordinates': [-3.5978009, 37.1719831]}",37.1719831,-3.5978009
694,Restaurante Contraseña by Código de Barra,"Plaza Candelaria, 12, 11004 Cádiz","{'type': 'Point', 'coordinates': [-6.2954764147, 36.5308026]}",36.5308026,-6.2954764147
695,Restaurante El Acebuchal,"29788 Frigiliana, Málaga","{'type': 'Point', 'coordinates': [-3.8942441642, 36.7872300333]}",36.7872300333,-3.8942441642
696,Restaurante Consolación,"Avda. Consolación,  2, 21450 Cartaya (Huelva)","{'type': 'Point', 'coordinates': [-7.1479613, 37.2892678]}",37.2892678,-7.1479613
697,Restaurante Cunini,"Plaza Pescadería, 14 18001 Granada","{'type': 'Point', 'coordinates': [-3.6007006, 37.1762677]}",37.1762677,-3.6007006
698,Restaurante El Espejo,"Calle Caballeros, 11","{'type': 'Point', 'coordinates': [-4.8856185, 36.5105702]}",36.5105702,-4.8856185
699,Restaurante El Envero (Gastrobar),"Calle Teruel, 21, 14011 Córdoba, España","{'type': 'Point', 'coordinates': [-4.7885567, 37.8984659]}",37.8984659,-4.7885567
700,Restaurante El Faro de Cádiz,"Calle San Félix, 15 11002 Cádiz","{'type': 'Point', 'coordinates': [-6.3038181, 36.5285829]}",36.5285829,-6.3038181
701,Restaurante El Mercader,"Calle Imprenta, 2, 18010 Granada","{'type': 'Point', 'coordinates': [-3.5962403, 37.1770441]}",37.1770441,-3.5962403
702,Restaurante El Bichero,"Plaza Vargas, 4, Jerez de la Frontera, Cádiz","{'type': 'Point', 'coordinates': [-6.1388863, 36.6823045]}",36.6823045,-6.1388863
703,Restaurante Damasqueros,"Calle Damasqueros, 3, 18009 Granada, España","{'type': 'Point', 'coordinates': [-3.5940748, 37.1744323]}",37.1744323,-3.5940748
704,Restaurante El Veranillo de Santa Ana,"Calle Manuel Hermosilla, 2. 11540 Sanlúcar de Barrameda (Cádiz)","{'type': 'Point', 'coordinates': [-6.3577493, 36.7853194]}",36.7853194,-6.3577493
705,Restaurante Del Candado Golf - Javier Hernández,"Calle Golf del Candado, 2. 29018 Málaga (Málaga)","{'type': 'Point', 'coordinates': [-4.3429219938, 36.72167205]}",36.72167205,-4.3429219938
706,Restaurante Ermita de la Candelaria,"Calle Candelaria, 2. 14002 Córdoba (Córdoba)","{'type': 'Point', 'coordinates': [-4.7737786, 37.8820545]}",37.8820545,-4.7737786
707,Restaurante Eslava,"Calle Eslava, 3. 41002 Sevilla (Sevilla)","{'type': 'Point', 'coordinates': [-5.9969243, 37.3975489]}",37.3975489,-5.9969243
708,Restaurante Frutos,"Avenida de la Riviera, 80. 29620 Torremolinos (Málaga)","{'type': 'Point', 'coordinates': [-4.4884083, 36.6450191]}",36.6450191,-4.4884083
709,Restaurante Flati,"Avenida de Andalucía, 40. 18300 Loja (Granada)","{'type': 'Point', 'coordinates': [-4.1257654, 37.1641275]}",37.1641275,-4.1257654
710,Restaurante Juan Moreno,"Carretera de Ronda, 3 04620 Vera (Almería)","{'type': 'Point', 'coordinates': [-1.8575951, 37.2400894]}",37.2400894,-1.8575951
711,Restaurante Firmvm,"Plaza Damasco, 2, 18690 Almuñécar, Granada, España","{'type': 'Point', 'coordinates': [-3.6893228, 36.7328702]}",36.7328702,-3.6893228
712,Restaurante La Almazara de Carmona,"Calle Santa Ana, 33 41410 Carmona (Sevilla)","{'type': 'Point', 'coordinates': [-5.6427261, 37.4752729]}",37.4752729,-5.6427261
713,Restaurante La Carboná,"Calle San Francisco de Paula, 2. 11401 Jerez de la Frontera (Cádiz)","{'type': 'Point', 'coordinates': [-6.1313581, 36.6822459]}",36.6822459,-6.1313581
714,Restaurante El Ancla,"Av. Carmen Sevilla, 29670 Marbella, Málaga, España","{'type': 'Point', 'coordinates': [-4.9921739, 36.47192]}",36.47192,-4.9921739
715,Restaurante Garum 2.1,"Calle San Fernando, 120, 14003 Córdoba, España","{'type': 'Point', 'coordinates': [-4.7756628, 37.880114]}",37.880114,-4.7756628
716,Restaurante La Taberna de Almodóvar,"Calle Benito Pérez Galdos, 1 14001 Córdoba","{'type': 'Point', 'coordinates': [-4.7828239, 37.889584]}",37.889584,-4.7828239
717,Restaurante Juanito,"Avenida Alcalde Puche Pardo, 57. 23440 Baeza (Jaén)","{'type': 'Point', 'coordinates': [-3.457313, 37.9977182]}",37.9977182,-3.457313
718,Restaurante La Revuelta,"Av. Pío Baroja, 20, 29017 Málaga","{'type': 'Point', 'coordinates': [-4.3624093, 36.7201296]}",36.7201296,-4.3624093
719,Restaurante María de la O,"Ctra. de la Sierra, 13, 18008 Granada, España","{'type': 'Point', 'coordinates': [-3.5845168, 37.1662741]}",37.1662741,-3.5845168
720,Restaurante Merendero de Antonio Martín,"Plaza de la Malagueta, 4, 29016 Málaga, España","{'type': 'Point', 'coordinates': [-4.4097445244, 36.7177641]}",36.7177641,-4.4097445244
721,Restaurante Mesón Asador Leandro,"Calle La Hoz, 3. 23470 Cazorla (Jaén)","{'type': 'Point', 'coordinates': [-2.9999639, 37.9081872]}",37.9081872,-2.9999639
722,Restaurante Los Berengueles,"Conde de Torres Cabrera, 7","{'type': 'Point', 'coordinates': [-4.7789067, 37.8866784]}",37.8866784,-4.7789067
723,Restaurante La Taberna del Chef del Mar,"Calle Puerto Escondido, 6. 11500 El Puerto de Santa María (Cádiz)","{'type': 'Point', 'coordinates': [-6.2231918, 36.5999411]}",36.5999411,-6.2231918
724,Restaurante Las Cuadras,"Plaza de la Asunción, 2 11403 Jerez de la Frontera (Cádiz)","{'type': 'Point', 'coordinates': [-6.1385609, 36.6832895]}",36.6832895,-6.1385609
725,Restaurante La Cantina de Diego,"Callejón de Ricarda, 1. 18193 Monachil (Granada)","{'type': 'Point', 'coordinates': [-3.5361601, 37.1309619]}",37.1309619,-3.5361601
726,Restaurante Oriza,"Calle San Fernando, 41, 41004 Sevilla, España","{'type': 'Point', 'coordinates': [-5.9910238447, 37.38181325]}",37.38181325,-5.9910238447
727,Restaurante Mesón Hermanos Carrasco,"Avenida José Manuel Caballero Bonald, s/n. 11405 Jerez de la Frontera (Cádiz)","{'type': 'Point', 'coordinates': [-6.1087633, 36.7002916]}",36.7002916,-6.1087633
728,Restaurante Manolo Mayo,"Avenida de Sevilla, 29. 41720 Los Palacios y Villafranca (Sevilla)","{'type': 'Point', 'coordinates': [-5.9237795, 37.160453]}",37.160453,-5.9237795
729,Restaurante Lalola,"Calle Conde de Torrejón, 9, 41003 Sevilla, España","{'type': 'Point', 'coordinates': [-5.9916484, 37.3971757]}",37.3971757,-5.9916484
730,Restaurante La Catedral,"Plaza de la Catedral, 8. 04002 Almería (Almería)","{'type': 'Point', 'coordinates': [-2.4671564007, 36.8385332]}",36.8385332,-2.4671564007
731,Restaurante Portichuelo,"Calle Vázquez López, 15, 21001 Huelva, España","{'type': 'Point', 'coordinates': [-6.9517693, 37.2556952]}",37.2556952,-6.9517693
732,Restaurante Refectorium Malagueta,"Calle Cervantes, 8, 29016 Málaga, España","{'type': 'Point', 'coordinates': [-4.4100416, 36.719689]}",36.719689,-4.4100416
733,Restaurante Puerto Escondido,"Calle Puerto Escondido, 5, 11500 El Puerto de Sta María, Cádiz, España","{'type': 'Point', 'coordinates': [-6.2231918, 36.5999411]}",36.5999411,-6.2231918
734,Restaurante Salicornia,"Calle Plocia, 2, 11005 Cádiz, España","{'type': 'Point', 'coordinates': [-6.291655, 36.529948]}",36.529948,-6.291655
735,Restaurante Taberna del Alabardero,"Calle Zaragoza, 20. 41001 Sevilla (Sevilla)","{'type': 'Point', 'coordinates': [-5.9980059562, 37.3884263]}",37.3884263,-5.9980059562
736,Restaurante Santiago,"Avenida Duque de Ahumada, 5. 29602 Marbella (Málaga)","{'type': 'Point', 'coordinates': [-4.8912338, 36.5070892]}",36.5070892,-4.8912338
737,Restaurante Terra Olea,"Calle Rigoberta Menchú, 2, 14011 Córdoba","{'type': 'Point', 'coordinates': [-4.7977258, 37.8971227]}",37.8971227,-4.7977258
738,Restaurante Tradevo Nervión,"Avenida Diego Martinez Barrio 10, 14013 Sevilla","{'type': 'Point', 'coordinates': [-5.9764296, 37.3742348]}",37.3742348,-5.9764296
739,Restaurante Támesis London,"Calle Maestro Sapena, 9. 23007 Jaén (Jaén)","{'type': 'Point', 'coordinates': [-3.7911742, 37.7778532]}",37.7778532,-3.7911742
740,Restaurante Callizo,"Plaza Mayor, 22330 Aínsa, Huesca, España","{'type': 'Point', 'coordinates': [0.1385467, 42.4171879]}",42.4171879,0.1385467
741,Restaurante Casa Lac,"Calle Mártires, 12 50003 Zaragoza","{'type': 'Point', 'coordinates': [-1.704769, 41.2521258]}",41.2521258,-1.704769
742,Restaurante Casa Frauca,"Carretera de Ordesa, 22374 Sarvisé","{'type': 'Point', 'coordinates': [-0.1140811, 42.5779135]}",42.5779135,-0.1140811
743,Restaurante Recomiendo,"Calle Mirto, 7. 14012 Córdoba (Córdoba)","{'type': 'Point', 'coordinates': [-4.775752, 37.9075152]}",37.9075152,-4.775752
744,Restaurante Pic-Nic,"Avenida Ronda de los Tejares, 16. 14001 Córdoba (Córdoba)","{'type': 'Point', 'coordinates': [-4.7791796, 37.8892883]}",37.8892883,-4.7791796
745,Restaurante El Patio de Goya,"Avenida de madrid, 6 50100 La Almunia de Doña Godina (Zaragoza)","{'type': 'Point', 'coordinates': [-1.3771704143, 41.47759855]}",41.47759855,-1.3771704143
746,Restaurante El Origen,"Plaza del Justicia, 4 22001 Huesca","{'type': 'Point', 'coordinates': [-0.4047470206, 42.1374068]}",42.1374068,-0.4047470206
747,Restaurante Goralai,"Calle santa Teresa de Jesús, 26 50006 Zaragoza","{'type': 'Point', 'coordinates': [-100.9616969, 29.2981047]}",29.2981047,-100.9616969
748,Restaurante Gratal,"Paseo de la Constitución, 111, 50600 Ejea de los Caballeros, Zaragoza","{'type': 'Point', 'coordinates': [-1.1315594, 42.1260392]}",42.1260392,-1.1315594
749,Restaurante La Cocina,"Calle Zocotín, 11. 20700 Jaca (Huesca)","{'type': 'Point', 'coordinates': [-0.5488866, 42.5699829]}",42.5699829,-0.5488866
750,Restaurante Puerta Sevilla,"Calle Postrera, 51. 14004 Córdoba (Córdoba)","{'type': 'Point', 'coordinates': [-4.7843493, 37.8751111]}",37.8751111,-4.7843493
751,Restaurante Meseguer,"Avenida Maestrazgo, 9 44600 Alcañiz (Teruel)","{'type': 'Point', 'coordinates': [-0.1298662, 41.0440276]}",41.0440276,-0.1298662
752,Restaurante Parador de Cádiz - Especia,"Avenida duque de Nájera, 9. 11002 Cádiz (Cádiz)","{'type': 'Point', 'coordinates': [-6.3059296288, 36.53423215]}",36.53423215,-6.3059296288
753,Restaurante Parador de Granada - Especia,"Calle Real de la Alhambra, s/n 18009 Granada","{'type': 'Point', 'coordinates': [-3.5879822, 37.1757431]}",37.1757431,-3.5879822
754,Restaurante El Montañés,"Calle Escudial, 1. 22630 Biescas (Huesca)","{'type': 'Point', 'coordinates': [-0.3249795, 42.6257702]}",42.6257702,-0.3249795
755,Restaurante La Menta,"Calle Bartolomé Esteban, 10, 44001 Teruel, España","{'type': 'Point', 'coordinates': [-1.1053632, 40.3424492]}",40.3424492,-1.1053632
756,Restaurante Método,"Av. Segorbe, 1, 44002 Teruel","{'type': 'Point', 'coordinates': [-1.1044571, 40.3364178]}",40.3364178,-1.1044571
757,Restaurante River Hall,"Avenida José Atáres, 7 50017 Zaragoza","{'type': 'Point', 'coordinates': [-0.88871, 41.66174]}",41.66174,-0.88871
758,Restaurante Saboya 21,"Calle Marrodan, 34, 50500 Tarazona (Zaragoza)","{'type': 'Point', 'coordinates': [-1.7262521, 41.9045651]}",41.9045651,-1.7262521
759,Restaurante Vidocq,"Av. de Huesca, 22640 Formigal, Huesca, España","{'type': 'Point', 'coordinates': [-0.3595717, 42.773577]}",42.773577,-0.3595717
760,Restaurante 360º,"Avenida Estados Unidos, 28 35100 Playa del Inglés (Las Palmas)","{'type': 'Point', 'coordinates': [-15.5702633457, 27.7562159]}",27.7562159,-15.5702633457
761,Restaurante Bambi Gourmet,"Calle Enrique Talg, 15 38400 Puerto de la Cruz","{'type': 'Point', 'coordinates': [-16.5452376, 28.4153671]}",28.4153671,-16.5452376
762,Restaurante Casa Osmunda,"Subida al Mirador de la Concepción, 2 38710 Breña Alta (Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-17.7812645464, 28.6750048]}",28.6750048,-17.7812645464
763,Restaurante Cumai,"Calle Eucaliptus, 4, 38400 Puerto de la Cruz, Santa Cruz de Tenerife","{'type': 'Point', 'coordinates': [-16.537111, 28.4157766]}",28.4157766,-16.537111
764,Restaurante Cinnamon,"Calle San Telmo, 2. 38700 Santa Cruz de la Palma (La Palma - Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-17.767039, 28.6819668]}",28.6819668,-17.767039
765,Restaurante Casa Santa María,"Plaza Santa María, 1. 35637 Betancuria (Las Palmas)","{'type': 'Point', 'coordinates': [-14.0572430204, 28.42497785]}",28.42497785,-14.0572430204
766,Restaurante El Churrasco,"Calle Mar Mediterráneo, 35100 Maspalomas, Las Palmas, España","{'type': 'Point', 'coordinates': [-15.5987321, 27.7387295]}",27.7387295,-15.5987321
767,Restaurante El Aguarde,"Calle Costa y Grijalba, 21, 38004 Santa Cruz de Tenerife, España","{'type': 'Point', 'coordinates': [-16.2579021, 28.4700955]}",28.4700955,-16.2579021
768,Restaurante El Churrasco Las Palmas,"Calle Olof Palme, 33, 35010 Las Palmas de Gran Canaria, Las Palmas, España","{'type': 'Point', 'coordinates': [-15.4360019218, 28.13449445]}",28.13449445,-15.4360019218
769,Restaurante El Duende del Fuego,Plaza Elias Santos Abreu 2,"{'type': 'Point', 'coordinates': [-17.9128391655, 28.65934985]}",28.65934985,-17.9128391655
770,Restaurante El Novillo Precoz,"Calle Portugal, 9. 35010 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.4363006294, 28.1378908]}",28.1378908,-15.4363006294
771,Restaurante El Rincón de Moraga,"Plaza de Sotomayor, 2","{'type': 'Point', 'coordinates': [-17.9261412333, 28.6557622]}",28.6557622,-17.9261412333
772,Restaurante El Rincón del Arroz,"Calle los Sabandeños, 7, 38650 Arona, Santa Cruz de Tenerife","{'type': 'Point', 'coordinates': [-16.7147086, 28.054708]}",28.054708,-16.7147086
773,Restaurante La Bodega de Santiago,"Calle Montañas del Fuego, 27  35570 Yaiza (Las Palmas)","{'type': 'Point', 'coordinates': [-13.7640079, 28.9529793]}",28.9529793,-13.7640079
774,Restaurante El Coto de Antonio,"Calle del Perdón, 13, Santa Cruz de Tenerife","{'type': 'Point', 'coordinates': [-16.2646181, 28.4716176]}",28.4716176,-16.2646181
775,Restaurante La Salamandra,Plaza de La Constitución 14. 38800 San Sebastián de La Gomera (Santa Cruz de Tenerife),"{'type': 'Point', 'coordinates': [-17.1098572, 28.0914234]}",28.0914234,-17.1098572
776,Restaurante Pancho,"Avenida Marítima, 26 38683 Puerto de Santiago (Tenerife - Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.8413881, 28.234514]}",28.234514,-16.8413881
777,Restaurante Rosso Sul Mare,"Avenida de las Gaviotas, 4 38679 La Caleta (Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.7550332, 28.1009426]}",28.1009426,-16.7550332
778,Restaurante La Palmera Sur,"Avenida Estados Unidos, 15","{'type': 'Point', 'coordinates': [-67.5062179429, -45.8773660857]}",-45.8773660857,-67.5062179429
779,Restaurante El Secreto de Chimiche,"Carretera General del Sur Chimiche, 4 38594 Chimiche-Granadilla de Abona (Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.5324162, 28.1329975]}",28.1329975,-16.5324162
780,Restaurante El Templete,"Calle Argentina, 2. El Médano 38612 (Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.5375087, 28.0464531]}",28.0464531,-16.5375087
781,Restaurante Gambrinus Las Palmas - Puerto,"Calle Secretario Artiles, 34, 35007 Las Palmas de Gran Canaria, Las Palmas, España","{'type': 'Point', 'coordinates': [-15.431735, 28.1368899]}",28.1368899,-15.431735
782,Restaurante El Senador de Maspalomas,"Paseo del Faro, 35100 Maspalomas, Las Palmas, España","{'type': 'Point', 'coordinates': [-15.5972728, 27.7357958]}",27.7357958,-15.5972728
783,Restaurante Silbo Gomero,"Calle Volcán Elena, nº9,  San Cristóbal de La Laguna","{'type': 'Point', 'coordinates': [-16.3023532, 28.4588007]}",28.4588007,-16.3023532
784,Restaurante Tagami,"Nicolás Estévanez, 6,","{'type': 'Point', 'coordinates': [-0.393378, 39.4688265]}",39.4688265,-0.393378
